7563	4325200	call	2.98	3
10942	3774971	call	1.53	3
11635	5615236	call	10.02	15
11635	5615236	call	8.93	13
11635	3196217	call	16.52	20
12876	315814	call	41.22	9
12876	315814	call	348.51666666667	116
19622	3689852	call	1.52	2
19622	7705613	call	98.55	115
19622	5008939	call	9.533333333333333	5
19622	5716730	contact	0	0
19622	5716730	call	290.1666666666667	157
19622	232472	call	25.866666666666667	6
19622	5716730	contact	0	0
19622	232472	contact	0	0
19622	232472	contact	0	0
19622	7705613	contact	0	0
19622	190486	call	1.55	2
19622	2679469	call	8.883333333333333	3
19622	232472	call	40.2	3
19622	232472	call	23.13	5
19622	7705613	call	111.52	137
19622	5716730	call	224.55	138
19622	8102227	call	271.35	137
19622	8540646	same_phone	0	0
20559	7728285	contact	0	0
20559	7728285	call	121.53	34
21303	2456727	call	4.28	3
21303	5006342	contact	0	0
21303	2539783	call	8.53	2
21303	9184386	call	3.78	2
21303	8013495	call	1.55	2
21303	4250943	call	4.68	3
21303	2456727	call	4.23	3
21303	5006342	call	1.3	3
21303	6119849	call	1.13	3
21303	188263	call	1.48	4
21303	7678310	call	31.1	23
21303	2539783	call	8.53	2
21303	9184386	call	3.78	2
21303	8013495	call	1.55	2
21349	710421	call	9.6333333333333	2
21349	3362183	call	22.43	16
21349	7871706	call	96.9	21
21349	900606	call	28.42	10
22904	5191216	call	20.6	24
29024	7377663	call	7.25	5
29121	2313867	call	125.26666666667	50
33779	6416529	call	2.07	3
33779	4540235	call	39.05	55
34013	3229132	call	606.97	424
34013	3568428	call	4.4333333333333	6
34013	2711215	call	21.383333333333	29
34013	5521060	call	18.833333333333	34
34013	8407795	call	134.08333333333	98
34013	5660207	call	252.51666666667	357
34013	5660207	call	370.05	378
34013	5521060	call	8.283333333333333	6
34013	8407795	contact	0	0
34013	8407795	call	495.28	329
34975	1493881	contact	0	0
34975	1493881	call	344.25	174
34975	34975	contact	0	0
34975	1493881	contact	0	0
34975	8296828	contact	0	0
34975	8296828	call	1.18	3
34975	5559805	call	3.03	4
34975	1493881	call	362.57	204
34975	1232927	call	6.23	5
39429	1717127	call	22.73	24
41294	1336138	call	46.78	31
46596	4095686	call	5.92	2
46596	7391272	contact	0	0
46596	8191946	call	28.27	20
46596	8478457	call	9.783333333333333	7
46596	9238078	contact	0	0
46596	9238078	call	2.566666666666667	3
