1781	8215884	contact	0	0
1781	7397355	call	1.15	2
1781	5750481	call	2.75	3
1781	6463030	call	7.85	6
1781	8674558	call	5.73	10
1781	42001	call	47.0	46
1781	4968312	call	1.73	3
5032	8124987	call	10.72	13
5032	5679667	call	19.25	17
5032	8124987	contact	0	0
29560	8003631	call	9.88	3
29560	6736780	call	12.07	2
29560	7425113	contact	0	0
29560	8003631	contact	0	0
29560	6736780	contact	0	0
29560	7425113	contact	0	0
29560	7425113	call	7.83	2
29560	6736780	call	12.97	3
29560	8003631	call	12.5	5
29560	444148	call	2.15	5
34508	4041791	contact	0	0
34508	4041791	call	9.4	5
34508	7137004	call	5.2333333333333	3
34508	8942346	call	4.9333333333333	9
34508	2356944	contact	0	0
34508	2356944	call	233.03	57
34508	2356944	call	124.88	20
42001	6466333	call	12.0	26
42001	8200320	call	15.216666666666667	22
42001	1297887	call	3.15	5
42001	4092537	call	7.03	11
42001	8528712	call	2.15	4
42001	6544694	call	23.22	34
42001	1781	call	47.0	46
42001	2063213	call	34.37	71
46406	5776323	call	1.9	3
46406	5776323	call	1.9	3
76881	536468	contact	0	0
76881	76881	contact	0	0
76881	536468	call	19.18	11
76881	536468	call	2.05	2
82877	3264806	contact	0	0
82877	8341692	contact	0	0
82877	3264806	call	1.1	2
82877	8341692	call	9.03	3
110966	1381599	call	4.18	6
110966	3757805	call	22.316666666667	28
110966	3734524	call	13.866666666667	21
110966	8859193	call	1.4833333333333	3
125727	2840159	call	15.97	19
125727	536468	call	15.53	22
125727	4149779	call	158.38	230
137342	6932900	call	4.35	6
137342	6912461	call	16.416666666666668	27
137342	1297887	call	10.583333333333334	3
137342	5471776	call	25.48	52
146149	7721397	call	45.2	20
150964	2639019	call	4.9833333333333	6
158204	4251715	call	21.5	29
158204	9178900	call	3.82	2
158204	4251715	call	7.38	8
158204	5591672	call	4.4	9
158204	9050881	call	17.12	17
158204	5591672	call	4.4	9
190338	6428672	call	7.3	3
190338	2689145	call	5.38	7
190338	9274515	call	2.0	3
205961	7160104	call	2.4	2
205961	3264806	call	329.42	148
257645	3665021	call	702.65	399
257645	3665021	call	601.38	308
261783	5029603	call	2.0833333333333	3
261783	760466	call	1.75	4
261783	4779605	call	9.5166666666667	12
261783	5818765	call	22.75	31
261783	4031490	call	114.83333333333	85
261783	5029603	contact	0	0
261783	2675810	contact	0	0
261783	5818765	contact	0	0
261783	6334566	contact	0	0
279234	6330679	call	1.5833333333333333	2
322602	2488275	contact	0	0
322602	2488275	call	1453.37	1211
322602	2488275	call	1308.5666666666666	1248
330880	8560744	contact	0	0
330880	8560744	call	12.93	12
330880	788391	contact	0	0
330880	4411857	contact	0	0
330880	6330679	call	29.35	50
330880	2382058	call	2.33	4
330880	8560744	call	8.23	7
330880	2896336	call	32.33	47
330880	6330679	call	29.65	50
330880	4688307	call	112.95	158
330880	4688307	call	59.8	77
350333	2725613	call	6.15	3
350333	1768615	call	12.516666666667	12
350333	2725613	call	6.15	3
350333	701935	call	2.33	7
350333	736660	call	24.7	46
350333	7634593	call	88.75	109
350333	736660	call	44.2	72
350333	7634593	call	95.3	120
353529	2938358	call	12.03	2
353529	9262962	call	1.6166666666667	2
353529	6933145	call	6.25	4
389591	9186413	call	1.95	2
389591	6817924	call	242.38	68
389591	6817924	call	101.27	22
412920	5911961	call	57.38333333333333	31
415315	5511303	call	25.87	19
415315	5511303	call	25.87	19
415315	1584760	call	4.183333333333334	4
415315	5755887	call	159.07	176
415315	4573005	call	27.85	4
415315	4251715	call	6.23	2
415315	3756409	call	2.38	2
415315	4573005	call	27.87	4
415315	1584760	call	4.22	4
415315	7238558	call	11.2	20
415315	5511303	call	31.8	23
415315	5497342	call	98.4	153
415315	5755887	call	160.27	177
416771	4793856	call	266.23333333333	259
416771	7161824	call	1.73	2
416771	6334566	contact	0	0
416771	6334566	call	10.72	21
416771	6552399	contact	0	0
416771	5301453	call	35.1	41
416771	6496482	call	26.55	25
425893	7389748	call	9.3	6
425893	8215884	contact	0	0
425893	8215884	call	2.77	5
425893	2229507	call	10.8	15
425893	1769750	call	165.61666666667	109
425893	736660	call	1.05	2
425893	2008781	call	4.4	2
425893	7810481	call	1.2166666666667	3
425893	7137004	call	2.7166666666667	5
425893	4001394	call	13.083333333333	7
425893	8215884	call	9.9666666666667	14
425893	1769750	call	13.516666666667	21
425893	6693258	call	25.416666666667	28
425893	4001394	call	53.35	30
425893	736660	call	3.48	7
433487	5485513	call	2.8666666666667	3
444148	5029603	contact	0	0
444148	5029603	call	2.95	5
444148	5029603	call	1.27	2
444148	29560	call	2.15	5
444148	9034156	call	80.67	6
444148	2648283	call	121.53	22
482860	8500856	call	2.25	3
482860	5498757	call	14.266666666667	16
496454	3677097	call	2.15	2
513538	1582538	call	11.83	19
513538	1685709	call	1.43	2
513538	1493640	call	1.1	2
513538	1304244	call	3.0	3
513538	1582538	call	11.8	19
513538	5770677	call	69.1	104
513538	5770677	call	52.61666666666667	67
513765	9050881	call	5.95	6
513765	2754021	call	12.666666666667	8
513765	5301453	call	2.98	4
533846	1304244	contact	0	0
533846	5719300	contact	0	0
533846	5719300	call	282.32	204
534981	5969042	call	12.43	6
536468	76881	contact	0	0
536468	76881	call	19.18	11
536468	5970554	call	6.85	2
536468	6849722	call	3.85	3
536468	983253	call	10.05	11
536468	76881	call	2.05	2
536468	6849722	call	3.85	3
536468	4788329	call	5.37	4
536468	2461440	call	3.25	4
536468	1005467	call	3.33	5
536468	125727	call	15.53	22
536468	1005467	call	3.33	5
536468	2461440	call	3.2	4
570029	9055853	call	2.73	2
570029	723021	call	1.1666666666667	2
570029	7456897	call	4.55	2
570029	7338178	call	8.2666666666667	3
570029	6597613	call	1.6333333333333	6
570029	2268629	call	3.6	7
570029	9055853	call	6.3	9
583539	3167371	call	6.6	7
583539	3167371	call	11.133333333333333	14
583539	4624143	call	3.6	4
650639	2965289	call	2.77	4
650639	7665383	call	2.72	5
650639	2595398	call	3.52	8
655797	1511345	call	1.7166666666667	3
655797	4846937	call	1.3833333333333333	5
659298	1781405	call	16.1	23
659298	4735493	call	3.23	2
659298	5473989	call	4.883333333333334	4
659298	6925892	call	1.42	2
666465	2268629	call	24.016666666667	18
680050	2689145	call	1.8166666666667	3
680050	1511345	call	5.1166666666667	5
680050	1511345	call	6.5666666666667	8
683051	2885439	call	1.73	2
683051	2885439	contact	0	0
683051	2885439	call	1.7166666666666666	2
701935	350333	call	2.33	7
701935	7634593	call	32.85	44
711556	7648975	call	2.05	4
711556	2488275	contact	0	0
711556	4309601	call	1.8333333333333333	2
711556	4735493	call	22.15	16
711556	4373288	call	4.47	12
723021	570029	call	1.1666666666667	2
736660	7397355	call	78.92	112
736660	2725613	call	3.6	5
736660	2229507	call	8.366666666666667	17
736660	2754021	call	1.15	2
736660	3328333	call	4.3	5
736660	2675810	contact	0	0
736660	1768615	call	36.783333333333	57
736660	425893	call	1.05	2
736660	350333	call	24.7	46
736660	7753566	call	2.35	2
736660	7091725	call	2.12	2
736660	2725613	call	2.2	3
736660	3328333	call	4.3	5
736660	7397355	call	4.37	7
736660	425893	call	3.48	7
736660	2229507	call	5.67	10
736660	4180008	call	7.17	13
736660	7939539	call	48.03	59
736660	350333	call	44.2	72
736660	1768615	call	61.12	100
736660	4180008	call	12.75	26
760466	3167371	call	4.95	3
760466	261783	call	1.75	4
760466	5818765	contact	0	0
760466	3167371	contact	0	0
760466	3167371	call	4.95	3
760466	5818765	call	138.18	67
761429	7210484	contact	0	0
761429	7210484	call	2.2	2
761429	4001394	call	10.116666666666667	10
761429	4001394	call	3.18	2
761429	1412774	call	56.83	74
761429	3498961	call	2.73	5
788391	8707940	call	8.3166666666667	6
788391	8707940	contact	0	0
788391	6330679	contact	0	0
788391	4688307	contact	0	0
788391	330880	contact	0	0
788391	6330679	call	12.35	11
788391	4688307	call	22.22	44
788391	6330679	call	79.66666666666667	108
788391	4688307	call	29.82	36
797702	7732925	call	2.0	4
797702	2725613	contact	0	0
797702	2725613	call	49.98	59
797702	4041791	contact	0	0
